Age,Education Level,Job Title,Years of Experience,Salary,Gender
33.0,1,8,8.0,120000.0,1
43.0,2,96,19.0,185000.0,1
30.0,1,3,4.0,65000.0,0
34.0,1,55,9.0,130000.0,1
25.0,0,17,0.0,25000.0,0
31.0,2,12,6.0,100000.0,1
27.0,1,3,3.0,55000.0,0
33.0,3,14,10.0,150000.0,1
23.0,0,3,0.0,25000.0,0
38.0,1,53,13.0,160000.0,1
39.0,2,55,14.0,170000.0,0
26.0,1,8,1.0,55000.0,1
30.0,1,26,4.0,65000.0,0
28.0,1,9,3.0,60000.0,1
35.0,3,10,11.0,160000.0,0
27.0,1,14,2.0,50000.0,1
32.0,2,28,8.0,120000.0,0
27.0,1,78,3.0,85000.0,1
35.0,2,6,11.0,160000.0,0
24.0,1,12,1.0,55000.0,1
28.0,3,80,5.0,100000.0,0
32.0,1,8,8.0,120000.0,1
26.0,1,7,2.0,50000.0,0
41.0,2,96,19.0,185000.0,1
29.0,1,3,4.0,65000.0,0
33.0,1,55,9.0,130000.0,1
32.0,3,14,10.0,150000.0,1
37.0,1,53,13.0,160000.0,1
38.0,2,55,14.0,170000.0,0
27.0,1,8,1.0,55000.0,1
31.0,1,26,4.0,65000.0,0
29.0,1,9,3.0,60000.0,1
34.0,3,10,11.0,160000.0,0
31.0,2,28,8.0,120000.0,0
26.0,1,1,7.0,100000.0,0
31.0,1,78,7.0,120000.0,1
33.0,2,55,9.0,130000.0,1
29.0,0,3,3.0,35000.0,0
36.0,3,14,13.0,160000.0,1
27.0,1,26,2.0,50000.0,0
31.0,1,8,6.0,100000.0,1
28.0,2,12,4.0,80000.0,0
25.0,1,78,1.0,60000.0,1
30.0,1,20,5.0,90000.0,0
34.0,3,10,11.0,170000.0,1
28.0,1,14,3.0,60000.0,0
32.0,1,53,7.0,120000.0,1
24.0,0,3,0.0,25000.0,0
37.0,2,6,14.0,180000.0,1
39.0,1,28,16.0,200000.0,0
26.0,1,9,2.0,50000.0,1
31.0,3,80,8.0,140000.0,0
29.0,1,14,4.0,70000.0,1
33.0,2,55,9.0,130000.0,0
27.0,1,78,3.0,80000.0,1
36.0,3,14,12.0,160000.0,0
25.0,1,53,1.0,55000.0,1
30.0,1,26,5.0,85000.0,0
28.0,1,26,3.0,60000.0,0
33.0,2,78,9.0,120000.0,1
26.0,1,7,1.0,45000.0,0
29.0,1,53,5.0,80000.0,1
35.0,3,14,11.0,150000.0,0
27.0,1,78,2.0,65000.0,1
31.0,1,55,7.0,100000.0,0
28.0,2,12,4.0,90000.0,1
24.0,1,14,0.0,40000.0,0
30.0,1,8,6.0,110000.0,1
34.0,3,10,12.0,170000.0,0
27.0,1,78,3.0,75000.0,1
33.0,2,55,8.0,120000.0,0
25.0,0,3,1.0,30000.0,0
36.0,3,14,13.0,180000.0,1
39.0,1,28,15.0,200000.0,0
26.0,1,9,1.0,50000.0,1
28.0,1,14,3.0,65000.0,1
32.0,1,53,7.0,110000.0,0
24.0,0,1,0.0,28000.0,1
37.0,2,6,14.0,190000.0,1
39.0,1,28,16.0,210000.0,0
26.0,1,9,2.0,55000.0,1
36.0,3,14,12.0,170000.0,0
25.0,1,53,1.0,60000.0,1
30.0,1,26,5.0,90000.0,0
34.0,3,10,11.0,160000.0,1
29.0,1,78,3.0,75000.0,1
32.0,2,55,8.0,120000.0,0
27.0,1,53,2.0,65000.0,1
30.0,3,80,6.0,100000.0,0
36.0,1,12,11.0,150000.0,1
27.0,3,26,7.0,120000.0,1
33.0,2,78,8.0,120000.0,1
27.0,1,53,2.0,65000.0,0
30.0,3,80,6.0,100000.0,1
36.0,1,12,11.0,150000.0,0
29.0,1,14,3.0,65000.0,1
32.0,2,78,9.0,120000.0,0
26.0,1,7,1.0,45000.0,1
29.0,1,53,5.0,80000.0,0
35.0,3,14,11.0,150000.0,1
34.0,2,78,9.0,125000.0,1
28.0,1,53,3.0,70000.0,0
31.0,3,80,7.0,110000.0,1
37.0,1,12,12.0,160000.0,0
30.0,1,14,4.0,75000.0,1
33.0,2,78,8.0,120000.0,0
27.0,1,7,2.0,50000.0,1
30.0,1,53,5.0,85000.0,0
36.0,3,14,11.0,155000.0,1
28.0,1,78,3.0,70000.0,1
32.0,1,55,8.0,115000.0,0
29.0,2,12,5.0,95000.0,1
25.0,1,14,0.0,40000.0,0
31.0,1,8,6.0,115000.0,1
35.0,3,10,12.0,175000.0,0
33.0,2,55,9.0,135000.0,0
29.0,1,14,4.0,75000.0,1
36.0,3,14,13.0,185000.0,1
40.0,1,28,15.0,210000.0,0
27.0,1,9,1.0,45000.0,1
32.0,3,80,9.0,145000.0,0
28.0,1,14,3.0,70000.0,1
32.0,1,53,7.0,120000.0,0
38.0,2,6,14.0,195000.0,1
40.0,1,28,16.0,215000.0,0
27.0,1,9,2.0,55000.0,1
36.0,3,14,13.0,185000.0,0
30.0,1,26,5.0,95000.0,0
34.0,3,10,12.0,170000.0,1
28.0,1,14,3.0,65000.0,0
26.0,2,78,2.0,75000.0,0
39.0,3,14,14.0,185000.0,1
32.0,1,55,7.0,120000.0,0
28.0,1,7,3.0,60000.0,1
35.0,2,80,10.0,145000.0,0
33.0,2,53,8.0,135000.0,0
27.0,1,78,2.0,70000.0,1
36.0,3,10,12.0,175000.0,0
29.0,1,17,2.0,45000.0,1
45.0,2,20,8.0,80000.0,0
37.0,3,55,7.0,90000.0,1
23.0,0,16,1.0,35000.0,0
41.0,1,28,12.0,120000.0,1
26.0,1,15,4.0,60000.0,0
33.0,2,24,5.0,70000.0,1
28.0,0,20,3.0,40000.0,0
50.0,3,17,15.0,150000.0,1
35.0,1,16,2.0,35000.0,0
42.0,2,27,13.0,130000.0,1
27.0,1,17,1.0,35000.0,0
48.0,3,15,18.0,180000.0,1
31.0,0,28,4.0,60000.0,0
36.0,1,20,6.0,75000.0,1
25.0,2,15,3.0,50000.0,0
39.0,3,55,10.0,100000.0,1
30.0,0,16,2.0,40000.0,0
44.0,1,24,11.0,110000.0,1
29.0,2,20,4.0,55000.0,0
47.0,3,17,17.0,170000.0,1
32.0,1,16,3.0,40000.0,0
38.0,2,27,9.0,95000.0,1
24.0,0,17,1.0,35000.0,0
40.0,3,15,14.0,140000.0,1
34.0,1,28,5.0,70000.0,0
26.0,2,15,3.0,50000.0,1
31.0,3,55,6.0,75000.0,0
27.0,0,16,2.0,40000.0,1
43.0,1,24,12.0,120000.0,0
28.0,2,20,2.0,40000.0,1
46.0,3,17,16.0,160000.0,0
33.0,1,16,4.0,55000.0,1
39.0,2,27,10.0,100000.0,0
25.0,0,17,1.0,35000.0,1
41.0,1,20,8.0,80000.0,0
35.0,3,55,7.0,90000.0,1
23.0,1,16,1.0,35000.0,0
42.0,2,28,13.0,130000.0,1
32.0,2,24,5.0,70000.0,1
27.0,0,20,3.0,40000.0,0
36.0,1,16,2.0,35000.0,0
48.0,2,27,18.0,180000.0,1
31.0,0,17,2.0,40000.0,0
29.0,1,15,6.0,75000.0,1
45.0,3,28,12.0,120000.0,0
25.0,2,15,3.0,50000.0,1
37.0,1,55,7.0,90000.0,0
23.0,0,16,1.0,35000.0,1
41.0,1,24,11.0,110000.0,0
26.0,2,20,3.0,45000.0,1
33.0,3,17,5.0,70000.0,0
28.0,1,16,1.0,30000.0,1
42.0,2,27,13.0,130000.0,0
27.0,0,28,4.0,60000.0,1
50.0,1,20,15.0,150000.0,0
35.0,3,55,8.0,80000.0,1
24.0,1,16,1.0,35000.0,0
46.0,2,24,16.0,160000.0,1
29.0,0,20,2.0,40000.0,0
31.0,1,16,3.0,40000.0,0
25.0,0,17,1.0,35000.0,0
39.0,1,15,10.0,100000.0,1
33.0,3,28,5.0,70000.0,0
27.0,2,15,3.0,50000.0,1
43.0,1,55,12.0,120000.0,0
28.0,0,16,2.0,40000.0,1
31.0,1,17,3.0,50000.0,1
46.0,2,55,14.0,140000.0,0
38.0,1,28,10.0,100000.0,0
24.0,3,15,1.0,30000.0,1
33.0,2,24,6.0,75000.0,0
29.0,0,20,2.0,40000.0,1
50.0,1,20,18.0,180000.0,0
35.0,3,17,8.0,80000.0,1
41.0,2,27,12.0,120000.0,1
26.0,0,28,3.0,45000.0,0
32.0,1,15,7.0,90000.0,1
27.0,3,55,4.0,55000.0,0
43.0,2,24,16.0,160000.0,1
28.0,1,20,2.0,40000.0,0
31.0,0,16,3.0,40000.0,0
39.0,1,20,11.0,110000.0,1
33.0,3,28,6.0,75000.0,0
50.0,2,24,15.0,150000.0,0
36.0,1,20,5.0,70000.0,1
48.0,3,17,19.0,190000.0,0
31.0,0,16,3.0,40000.0,1
29.0,1,15,6.0,75000.0,0
45.0,2,27,14.0,140000.0,1
35.0,3,55,8.0,80000.0,0
23.0,1,16,1.0,35000.0,1
42.0,2,20,13.0,130000.0,0
26.0,0,15,2.0,40000.0,1
32.0,1,24,7.0,90000.0,0
27.0,3,20,4.0,55000.0,1
50.0,2,17,18.0,180000.0,0
36.0,1,16,3.0,45000.0,1
48.0,3,27,19.0,190000.0,0
31.0,0,17,3.0,50000.0,1
29.0,1,28,4.0,55000.0,0
45.0,2,55,13.0,130000.0,1
25.0,0,16,1.0,35000.0,0
41.0,1,24,12.0,120000.0,1
35.0,3,17,9.0,95000.0,0
23.0,1,20,1.0,35000.0,1
42.0,2,15,14.0,140000.0,0
26.0,0,20,2.0,40000.0,1
32.0,1,27,8.0,80000.0,0
27.0,3,55,4.0,55000.0,1
50.0,2,24,19.0,190000.0,0
36.0,1,15,6.0,75000.0,1
48.0,3,17,17.0,170000.0,0
37.0,2,55,11.0,110000.0,1
26.0,1,20,2.0,40000.0,0
42.0,3,24,15.0,150000.0,1
33.0,0,16,4.0,55000.0,0
29.0,1,20,5.0,70000.0,1
45.0,2,27,16.0,160000.0,0
24.0,0,17,1.0,35000.0,1
39.0,1,28,10.0,100000.0,0
31.0,3,17,7.0,90000.0,1
27.0,2,15,3.0,50000.0,0
43.0,1,24,14.0,140000.0,1
28.0,0,20,2.0,40000.0,0
50.0,3,55,18.0,180000.0,1
35.0,1,16,7.0,90000.0,0
23.0,1,20,1.0,35000.0,1
41.0,2,27,12.0,120000.0,0
26.0,0,28,3.0,45000.0,1
32.0,1,15,8.0,80000.0,0
50.0,2,24,18.0,180000.0,0
36.0,1,20,6.0,75000.0,1
29.0,1,15,5.0,70000.0,0
45.0,2,27,15.0,150000.0,1
38.0,2,55,12.0,120000.0,1
27.0,1,20,3.0,45000.0,0
43.0,3,24,16.0,160000.0,1
34.0,0,16,5.0,70000.0,0
30.0,1,20,6.0,75000.0,1
46.0,2,27,17.0,170000.0,0
40.0,1,28,11.0,110000.0,0
32.0,3,17,8.0,80000.0,1
28.0,2,15,4.0,55000.0,0
44.0,1,24,15.0,150000.0,1
51.0,3,55,19.0,190000.0,1
36.0,1,16,8.0,80000.0,0
24.0,1,20,1.0,35000.0,1
27.0,0,28,3.0,45000.0,1
33.0,1,15,7.0,90000.0,0
28.0,3,55,4.0,55000.0,1
51.0,2,24,19.0,190000.0,0
37.0,1,20,7.0,90000.0,1
49.0,3,17,20.0,200000.0,0
32.0,0,16,3.0,40000.0,1
30.0,1,15,5.0,70000.0,0
46.0,2,27,16.0,160000.0,1
26.0,0,17,1.0,35000.0,0
42.0,1,28,13.0,130000.0,1
36.0,3,55,9.0,95000.0,0
24.0,1,16,1.0,35000.0,1
43.0,2,20,14.0,140000.0,0
27.0,0,15,2.0,40000.0,1
33.0,1,24,7.0,90000.0,0
28.0,3,20,4.0,55000.0,1
51.0,2,17,19.0,190000.0,0
37.0,1,16,6.0,75000.0,1
49.0,3,27,20.0,200000.0,0
32.0,0,17,3.0,50000.0,1
30.0,1,28,4.0,55000.0,0
46.0,2,55,14.0,140000.0,1
26.0,0,16,1.0,35000.0,0
42.0,1,24,13.0,130000.0,1
36.0,3,17,10.0,100000.0,0
24.0,1,20,1.0,35000.0,1
43.0,2,15,15.0,150000.0,0
27.0,0,20,2.0,40000.0,1
33.0,1,27,8.0,80000.0,0
37.0,1,15,7.0,90000.0,1
30.0,1,20,5.0,70000.0,0
